CC1,-CC1,CC2,-CC2,M4G,-M4G,CCL,-CCL,CCX,-CCX,CC2 (Transfer),-CC2T,M4G (Transfer),-M4GT,CC1 & CC2 & M4G,-CC1CC2M4G
Days Elapsed,WPM,Days Elapsed,WPM,Days Elapsed,WPM,Days Elapsed,WPM,Days Elapsed,WPM,Days Elapsed,WPM,Days Elapsed,WPM,Days Elapsed,WPM
,,,,,,,,,,,,,,29,36
,,,,,,,,,,,,,,38,40
,,,,,,,,,,,,,,122,35
,,,,,,,,,,,,,,123,50
,,,,,,,,,,,,,,124,58
,,,,,,,,,,,,,,160,43
,,,,,,,,,,,,,,176,35
,,,,,,,,,,,,,,250,31
,,,,,,,,,,,,,,283,40
,,,,,,,,,,,,,,292,56
,,,,,,,,,,,,,,301,46
,,,,,,,,,,,,,,305,43
,,,,,,,,,,,,,,307,47
,,,,,,,,,,,,,,308,64
,,,,,,,,,,,,,,309,46
,,,,,,,,,,,,,,310,47
,,,,,,,,,,,,,,314,49
,,,,,,,,,,,,,,315,49
,,,,,,,,,,,,,,339,51
,,,,,,,,,,,,,,340,50
,,,,,,,,,,,,,,370,70
,,,,,,,,,,,,,,453,59
,,,,,,,,,,,,,,2,15
,,,,,,,,,,,,,,10,22
,,,,,,,,,,,,,,26,27
,,,,,,,,,,,,,,29,30
,,,,,,,,,,,,,,30,40
,,,,,,,,,,,,,,45,34
,,,,,,,,,,,,,,1,14
,,,,,,,,,,,,,,2,20
,,,,,,,,,,,,,,3,12
,,,,,,,,,,,,,,5,12
,,,,,,,,,,,,,,6,27
,,,,,,,,,,,,,,9,18
,,,,,,,,,,,,,,10,37
,,,,,,,,,,,,,,12,17
,,,,,,,,,,,,,,1,17
,,,,,,,,,,,,,,3,21
,,,,,,,,,,,,,,15,23
,,,,,,,,,,,,,,1,20
,,,,,,,,,,,,,,14,15
,,,,,,,,,,,,,,4,20
,,,,,,,,,,,,,,7,42
,,,,,,,,,,,,,,9,60
,,,,,,,,,,,,,,11,50
,,,,,,,,,,,,,,13,71
,,,,,,,,,,,,,,14,75
,,,,,,,,,,,,,,19,78
,,,,,,,,,,,,,,25,63
,,,,,,,,,,,,,,28,83
,,,,,,,,,,,,,,33,90
,,,,,,,,,,,,,,35,96
,,,,,,,,,,,,,,37,99
,,,,,,,,,,,,,,38,106
,,,,,,,,,,,,,,46,59
,,,,,,,,,,,,,,47,84
,,,,,,,,,,,,,,61,106
,,,,,,,,,,,,,,65,108
,,,,,,,,,,,,,,66,115
,,,,,,,,,,,,,,70,117
,,,,,,,,,,,,,,81,119
,,,,,,,,,,,,,,83,122
,,,,,,,,,,,,,,84,124
,,,,,,,,,,,,,,95,118
,,,,,,,,,,,,,,97,126
,,,,,,,,,,,,,,102,130
,,,,,,,,,,,,,,109,145
,,,,,,,,,,,,,,139,152
,,,,,,,,,,,,,,2,13
,,,,,,,,,,,,,,1,14
,,,,,,,,,,,,,,2,18
,,,,,,,,,,,,,,3,25
,,,,,,,,,,,,,,4,30
,,,,,,,,,,,,,,5,33
,,,,,,,,,,,,,,11,36
,,,,,,,,,,,,,,13,42
,,,,,,,,,,,,,,21,50
,,,,,,,,,,,,,,35,50
,,,,,,,,,,,,,,46,47
,,,,,,,,,,,,,,14,22
,,,,,,,,,,,,,,2,14
,,,,,,,,,,,,,,3,23
,,,,,,,,,,,,,,4,27
,,,,,,,,,,,,,,5,19
,,,,,,,,,,,,,,6,20
,,,,,,,,,,,,,,7,15
,,,,,,,,,,,,,,8,22
,,,,,,,,,,,,,,9,19
,,,,,,,,,,,,,,10,20
,,,,,,,,,,,,,,11,23
,,,,,,,,,,,,,,12,24
,,,,,,,,,,,,,,13,27
,,,,,,,,,,,,,,16,27
,,,,,,,,,,,,,,17,27
,,,,,,,,,,,,,,18,27
,,,,,,,,,,,,,,19,31
,,,,,,,,,,,,,,20,32
,,,,,,,,,,,,,,21,36
,,,,,,,,,,,,,,24,37
,,,,,,,,,,,,,,27,36
,,,,,,,,,,,,,,28,36
,,,,,,,,,,,,,,31,37
,,,,,,,,,,,,,,32,38
,,,,,,,,,,,,,,33,37
,,,,,,,,,,,,,,34,38
,,,,,,,,,,,,,,42,41
,,,,,,,,,,,,,,43,42
,,,,,,,,,,,,,,44,43
,,,,,,,,,,,,,,45,42
,,,,,,,,,,,,,,47,43
,,,,,,,,,,,,,,48,41
,,,,,,,,,,,,,,54,47
,,,,,,,,,,,,,,55,44
,,,,,,,,,,,,,,56,47
,,,,,,,,,,,,,,57,46
,,,,,,,,,,,,,,58,49
,,,,,,,,,,,,,,59,49
,,,,,,,,,,,,,,61,50
,,,,,,,,,,,,,,62,51
,,,,,,,,,,,,,,65,52
,,,,,,,,,,,,,,66,53
,,,,,,,,,,,,,,67,53
,,,,,,,,,,,,,,72,51
,,,,,,,,,,,,,,74,54
,,,,,,,,,,,,,,75,55
,,,,,,,,,,,,,,76,54
,,,,,,,,,,,,,,77,55
,,,,,,,,,,,,,,79,58
,,,,,,,,,,,,,,80,57
,,,,,,,,,,,,,,83,58
,,,,,,,,,,,,,,85,51
,,,,,,,,,,,,,,87,57
,,,,,,,,,,,,,,89,52
,,,,,,,,,,,,,,91,57
,,,,,,,,,,,,,,93,60
,,,,,,,,,,,,,,95,58
,,,,,,,,,,,,,,96,60
,,,,,,,,,,,,,,98,60
,,,,,,,,,,,,,,99,61
,,,,,,,,,,,,,,102,57
,,,,,,,,,,,,,,104,57
,,,,,,,,,,,,,,105,59
,,,,,,,,,,,,,,108,63
,,,,,,,,,,,,,,110,63
,,,,,,,,,,,,,,111,63
,,,,,,,,,,,,,,113,64
,,,,,,,,,,,,,,114,62
,,,,,,,,,,,,,,115,64
,,,,,,,,,,,,,,117,61
,,,,,,,,,,,,,,118,62
,,,,,,,,,,,,,,120,64
,,,,,,,,,,,,,,122,64
,,,,,,,,,,,,,,128,63
,,,,,,,,,,,,,,129,67
,,,,,,,,,,,,,,130,67
,,,,,,,,,,,,,,133,67
,,,,,,,,,,,,,,135,67
,,,,,,,,,,,,,,138,64
,,,,,,,,,,,,,,141,63
,,,,,,,,,,,,,,146,65
,,,,,,,,,,,,,,147,66
,,,,,,,,,,,,,,150,63
,,,,,,,,,,,,,,151,66
,,,,,,,,,,,,,,152,69
,,,,,,,,,,,,,,157,68
,,,,,,,,,,,,,,158,69
,,,,,,,,,,,,,,167,66
,,,,,,,,,,,,,,168,66
,,,,,,,,,,,,,,174,69
,,,,,,,,,,,,,,175,71
,,,,,,,,,,,,,,177,69
,,,,,,,,,,,,,,178,69
,,,,,,,,,,,,,,183,71
,,,,,,,,,,,,,,185,72
,,,,,,,,,,,,,,189,75
,,,,,,,,,,,,,,192,73
,,,,,,,,,,,,,,193,70
,,,,,,,,,,,,,,195,72
,,,,,,,,,,,,,,196,71
,,,,,,,,,,,,,,200,74
,,,,,,,,,,,,,,201,73
,,,,,,,,,,,,,,202,72
,,,,,,,,,,,,,,205,73
,,,,,,,,,,,,,,206,69
,,,,,,,,,,,,,,207,75
,,,,,,,,,,,,,,208,72
,,,,,,,,,,,,,,209,75
,,,,,,,,,,,,,,213,75
,,,,,,,,,,,,,,216,76
,,,,,,,,,,,,,,220,78
,,,,,,,,,,,,,,222,78
,,,,,,,,,,,,,,223,75
,,,,,,,,,,,,,,226,78
,,,,,,,,,,,,,,268,71
,,,,,,,,,,,,,,269,75
,,,,,,,,,,,,,,271,76
,,,,,,,,,,,,,,275,73
,,,,,,,,,,,,,,285,77
,,,,,,,,,,,,,,300,78
,,,,,,,,,,,,,,303,77
,,,,,,,,,,,,,,305,75
,,,,,,,,,,,,,,306,74
,,,,,,,,,,,,,,309,74
,,,,,,,,,,,,,,311,73
,,,,,,,,,,,,,,313,77
,,,,,,,,,,,,,,341,75
,,,,,,,,,,,,,,388,73
,,,,,,,,,,,,,,391,80
,,,,,,,,,,,,,,397,80
,,,,,,,,,,,,,,1,16
,,,,,,,,,,,,,,1,17
,,,,,,,,,,,,,,2,26
,,,,,,,,,,,,,,3,30
,,,,,,,,,,,,,,4,35
,,,,,,,,,,,,,,5,26
,,,,,,,,,,,,,,6,31
,,,,,,,,,,,,,,7,32
,,,,,,,,,,,,,,8,26
,,,,,,,,,,,,,,9,29
,,,,,,,,,,,,,,10,29
,,,,,,,,,,,,,,12,32
,,,,,,,,,,,,,,14,26
,,,,,,,,,,,,,,15,27
,,,,,,,,,,,,,,1,11
,,,,,,,,,,,,,,1,10
,,,,,,,,,,,,,,9,20
,,,,,,,,,,,,,,21,22
,,,,,,,,,,,,,,58,30
,,,,,,,,,,,,,,1,12
,,,,,,,,,,,,,,1,18
,,,,,,,,,,,,,,2,24
,,,,,,,,,,,,,,4,19
,,,,,,,,,,,,,,5,20
,,,,,,,,,,,,,,7,20
,,,,,,,,,,,,,,59,20
,,,,,,,,,,,,,,64,20
,,,,,,,,,,,,,,202,29
,,,,,,,,,,,,,,203,23
,,,,,,,,,,,,,,4,15
,,,,,,,,,,,,,,5,17
,,,,,,,,,,,,,,6,24
,,,,,,,,,,,,,,7,25
,,,,,,,,,,,,,,8,28
,,,,,,,,,,,,,,10,30
,,,,,,,,,,,,,,11,36
,,,,,,,,,,,,,,15,36
,,,,,,,,,,,,,,17,40
,,,,,,,,,,,,,,23,41
,,,,,,,,,,,,,,24,43
,,,,,,,,,,,,,,25,45
,,,,,,,,,,,,,,58,48
,,,,,,,,,,,,,,61,50
,,,,,,,,,,,,,,62,51
,,,,,,,,,,,,,,2,15
,,,,,,,,,,,,,,31,40
,,,,,,,,,,,,,,59,60
,,,,,,,,,,,,,,1,15
,,,,,,,,,,,,,,1,12
,,,,,,,,,,,,,,2,16
,,,,,,,,,,,,,,3,31
,,,,,,,,,,,,,,4,37
,,,,,,,,,,,,,,6,44
,,,,,,,,,,,,,,8,48
,,,,,,,,,,,,,,10,39
,,,,,,,,,,,,,,16,40
,,,,,,,,,,,,,,22,46
,,,,,,,,,,,,,,244,70
,,,,,,,,,,,,,,1,5
,,,,,,,,,,,,,,11,10
,,,,,,,,,,,,,,1,10
,,,,,,,,,,,,,,3,15
,,,,,,,,,,,,,,5,20
,,,,,,,,,,,,,,6,24
,,,,,,,,,,,,,,7,25
,,,,,,,,,,,,,,8,28
,,,,,,,,,,,,,,9,32
,,,,,,,,,,,,,,10,33
,,,,,,,,,,,,,,15,36
,,,,,,,,,,,,,,18,36
,,,,,,,,,,,,,,31,40
,,,,,,,,,,,,,,3,10
,,,,,,,,,,,,,,6,21
,,,,,,,,,,,,,,7,24
,,,,,,,,,,,,,,8,31
,,,,,,,,,,,,,,11,33
,,,,,,,,,,,,,,12,32
,,,,,,,,,,,,,,13,37
,,,,,,,,,,,,,,15,42
,,,,,,,,,,,,,,16,42
,,,,,,,,,,,,,,17,43
,,,,,,,,,,,,,,18,45
,,,,,,,,,,,,,,19,50
,,,,,,,,,,,,,,20,74
,,,,,,,,,,,,,,21,84
,,,,,,,,,,,,,,22,95
,,,,,,,,,,,,,,24,98
,,,,,,,,,,,,,,25,104
,,,,,,,,,,,,,,27,115
,,,,,,,,,,,,,,28,136
,,,,,,,,,,,,,,29,122
,,,,,,,,,,,,,,32,134
,,,,,,,,,,,,,,34,142
,,,,,,,,,,,,,,35,157
,,,,,,,,,,,,,,46,167
,,,,,,,,,,,,,,47,179
,,,,,,,,,,,,,,53,188
,,,,,,,,,,,,,,58,203
,,,,,,,,,,,,,,62,205
,,,,,,,,,,,,,,63,219
,,,,,,,,,,,,,,68,228
,,,,,,,,,,,,,,79,244
,,,,,,,,,,,,,,85,252
,,,,,,,,,,,,,,148,257
,,,,,,,,,,,,,,158,269
,,,,,,,,,,,,,,160,273
,,,,,,,,,,,,,,161,277
,,,,,,,,,,,,,,167,285
,,,,,,,,,,,,,,179,289
,,,,,,,,,,,,,,192,307
,,,,,,,,,,,,,,1,3
,,,,,,,,,,,,,,3,12
,,,,,,,,,,,,,,1,9
,,,,,,,,,,,,,,2,10
,,,,,,,,,,,,,,3,11
,,,,,,,,,,,,,,4,15
,,,,,,,,,,,,,,5,16
,,,,,,,,,,,,,,8,20
,,,,,,,,,,,,,,9,21
,,,,,,,,,,,,,,11,23
,,,,,,,,,,,,,,16,24
,,,,,,,,,,,,,,22,22
,,,,,,,,,,,,,,23,24
,,,,,,,,,,,,,,25,29
,,,,,,,,,,,,,,27,29
,,,,,,,,,,,,,,28,31
,,,,,,,,,,,,,,29,32
,,,,,,,,,,,,,,30,32
,,,,,,,,,,,,,,31,35
,,,,,,,,,,,,,,32,34
,,,,,,,,,,,,,,34,39
,,,,,,,,,,,,,,35,40
,,,,,,,,,,,,,,36,37
,,,,,,,,,,,,,,39,42
,,,,,,,,,,,,,,40,31
,,,,,,,,,,,,,,42,45
,,,,,,,,,,,,,,47,49
,,,,,,,,,,,,,,2,6
,,,,,,,,,,,,,,4,8
,,,,,,,,,,,,,,6,11
,,,,,,,,,,,,,,8,14
,,,,,,,,,,,,,,2,14
,,,,,,,,,,,,,,11,30
,,,,,,,,,,,,,,30,55
,,,,,,,,,,,,,,2,15
,,,,,,,,,,,,,,1,14
,,,,,,,,,,,,,,2,21
,,,,,,,,,,,,,,3,16
,,,,,,,,,,,,,,4,19
,,,,,,,,,,,,,,5,30
,,,,,,,,,,,,,,6,32
,,,,,,,,,,,,,,7,35
,,,,,,,,,,,,,,8,41
,,,,,,,,,,,,,,12,43
,,,,,,,,,,,,,,14,46
,,,,,,,,,,,,,,15,49
,,,,,,,,,,,,,,16,54
,,,,,,,,,,,,,,2,17
,,,,,,,,,,,,,,6,24
,,,,,,,,,,,,,,9,26
,,,,,,,,,,,,,,12,31
,,,,,,,,,,,,,,27,29
,,,,,,,,,,,,,,28,34
,,,,,,,,,,,,,,30,30
,,,,,,,,,,,,,,32,35
,,,,,,,,,,,,,,35,40
,,,,,,,,,,,,,,363,27
,,,,,,,,,,,,,,364,33
,,,,,,,,,,,,,,365,35
,,,,,,,,,,,,,,366,36
,,,,,,,,,,,,,,367,40
,,,,,,,,,,,,,,368,46
,,,,,,,,,,,,,,370,48
,,,,,,,,,,,,,,1,32
,,,,,,,,,,,,,,2,16
,,,,,,,,,,,,,,3,20
,,,,,,,,,,,,,,4,24
,,,,,,,,,,,,,,5,25
,,,,,,,,,,,,,,6,25
,,,,,,,,,,,,,,7,31
,,,,,,,,,,,,,,8,28
,,,,,,,,,,,,,,9,39
,,,,,,,,,,,,,,10,34
,,,,,,,,,,,,,,11,35
,,,,,,,,,,,,,,12,45
,,,,,,,,,,,,,,13,49
,,,,,,,,,,,,,,14,46
,,,,,,,,,,,,,,15,44
,,,,,,,,,,,,,,17,43
,,,,,,,,,,,,,,18,57
,,,,,,,,,,,,,,19,53
,,,,,,,,,,,,,,21,53
,,,,,,,,,,,,,,22,52
,,,,,,,,,,,,,,23,50
,,,,,,,,,,,,,,34,53
,,,,,,,,,,,,,,39,46
,,,,,,,,,,,,,,40,58
,,,,,,,,,,,,,,62,52
,,,,,,,,,,,,,,70,49
,,,,,,,,,,,,,,72,47
,,,,,,,,,,,,,,73,58
,,,,,,,,,,,,,,76,57
,,,,,,,,,,,,,,1,3
,,,,,,,,,,,,,,9,21
,,,,,,,,,,,,,,16,24
,,,,,,,,,,,,,,30,30
,,,,,,,,,,,,,,58,41
,,,,,,,,,,,,,,107,58
,,,,,,,,,,,,,,1,8
,,,,,,,,,,,,,,4,11
,,,,,,,,,,,,,,11,19
,,,,,,,,,,,,,,17,22
,,,,,,,,,,,,,,19,26
,,,,,,,,,,,,,,32,27
,,,,,,,,,,,,,,36,37
,,,,,,,,,,,,,,2,15
,,,,,,,,,,,,,,5,17
,,,,,,,,,,,,,,3,8
,,,,,,,,,,,,,,5,10
,,,,,,,,,,,,,,7,13
,,,,,,,,,,,,,,12,17
,,,,,,,,,,,,,,258,39
,,,,,,,,,,,,,,1,5
,,,,,,,,,,,,,,3,7
,,,,,,,,,,,,,,4,9
,,,,,,,,,,,,,,5,13
,,,,,,,,,,,,,,7,21
,,,,,,,,,,,,,,8,23
,,,,,,,,,,,,,,10,16
,,,,,,,,,,,,,,12,19
,,,,,,,,,,,,,,1,16
,,,,,,,,,,,,,,4,19
,,,,,,,,,,,,,,5,22
,,,,,,,,,,,,,,8,25
,,,,,,,,,,,,,,12,30
,,,,,,,,,,,,,,19,33
,,,,,,,,,,,,,,23,36
,,,,,,,,,,,,,,29,40
,,,,,,,,,,,,,,40,41
,,,,,,,,,,,,,,52,42
,,,,,,,,,,,,,,225,70
,,,,,,,,,,,,,,2,10
,,,,,,,,,,,,,,5,9
,,,,,,,,,,,,,,6,9
,,,,,,,,,,,,,,10,16
,,,,,,,,,,,,,,17,21
,,,,,,,,,,,,,,24,18
,,,,,,,,,,,,,,44,30
,,,,,,,,,,,,,,51,32
,,,,,,,,,,,,,,32,10
,,,,,,,,,,,,,,33,5
,,,,,,,,,,,,,,37,7
,,,,,,,,,,,,,,39,8
,,,,,,,,,,,,,,41,10
,,,,,,,,,,,,,,42,13
,,,,,,,,,,,,,,46,16
,,,,,,,,,,,,,,50,20
,,,,,,,,,,,,,,52,23
,,,,,,,,,,,,,,64,22
,,,,,,,,,,,,,,73,24
,,,,,,,,,,,,,,86,23
,,,,,,,,,,,,,,93,26
,,,,,,,,,,,,,,96,27
,,,,,,,,,,,,,,100,30
,,,,,,,,,,,,,,105,29
,,,,,,,,,,,,,,106,29
,,,,,,,,,,,,,,107,34
,,,,,,,,,,,,,,108,32
,,,,,,,,,,,,,,109,30
,,,,,,,,,,,,,,112,36
,,,,,,,,,,,,,,122,41
,,,,,,,,,,,,,,125,37
,,,,,,,,,,,,,,146,40
,,,,,,,,,,,,,,148,41
,,,,,,,,,,,,,,2,7
,,,,,,,,,,,,,,3,8
,,,,,,,,,,,,,,5,11
,,,,,,,,,,,,,,6,12
,,,,,,,,,,,,,,7,11
,,,,,,,,,,,,,,11,19
,,,,,,,,,,,,,,13,19
,,,,,,,,,,,,,,17,22
,,,,,,,,,,,,,,37,34
,,,,,,,,,,,,,,38,30
,,,,,,,,,,,,,,53,39
,,,,,,,,,,,,,,99,40
,,,,,,,,,,,,,,124,43
,,,,,,,,,,,,,,224,48
,,,,,,,,,,,,,,1,8
,,,,,,,,,,,,,,1,25
,,,,,,,,,,,,,,4,31
,,,,,,,,,,,,,,8,38
,,,,,,,,,,,,,,13,42
,,,,,,,,,,,,,,19,39
,,,,,,,,,,,,,,20,47
,,,,,,,,,,,,,,24,52
,,,,,,,,,,,,,,34,56
,,,,,,,,,,,,,,37,64
,,,,,,,,,,,,,,47,84
,,,,,,,,,,,,,,51,75
,,,,,,,,,,,,,,61,68
,,,,,,,,,,,,,,62,77
,,,,,,,,,,,,,,68,80
,,,,,,,,,,,,,,71,100
,,,,,,,,,,,,,,82,89
,,,,,,,,,,,,,,85,94
,,,,,,,,,,,,,,89,100
,,,,,,,,,,,,,,97,139
,,,,,,,,,,,,,,138,105
,,,,,,,,,,,,,,139,142
,,,,,,,,,,,,,,142,151
,,,,,,,,,,,,,,147,109
,,,,,,,,,,,,,,152,159
,,,,,,,,,,,,,,159,173
,,,,,,,,,,,,,,166,183
,,,,,,,,,,,,,,174,136
,,,,,,,,,,,,,,177,193
,,,,,,,,,,,,,,180,214
,,,,,,,,,,,,,,181,151
,,,,,,,,,,,,,,188,152
,,,,,,,,,,,,,,267,165
,,,,,,,,,,,,,,286,228
,,,,,,,,,,,,,,299,230
,,,,,,,,,,,,,,307,182
,,,,,,,,,,,,,,317,237
,,,,,,,,,,,,,,341,239
,,,,,,,,,,,,,,379,243
,,,,,,,,,,,,,,384,249
,,,,,,,,,,,,,,385,252
,,,,,,,,,,,,,,404,261
,,,,,,,,,,,,,,407,204
,,,,,,,,,,,,,,1,14
,,,,,,,,,,,,,,2,20
,,,,,,,,,,,,,,4,21
,,,,,,,,,,,,,,6,11
,,,,,,,,,,,,,,9,19
,,,,,,,,,,,,,,2,10
,,,,,,,,,,,,,,5,11
,,,,,,,,,,,,,,6,16
,,,,,,,,,,,,,,8,18
,,,,,,,,,,,,,,9,24
,,,,,,,,,,,,,,10,19
,,,,,,,,,,,,,,12,19
,,,,,,,,,,,,,,13,22
,,,,,,,,,,,,,,14,23
,,,,,,,,,,,,,,15,25
,,,,,,,,,,,,,,18,27
,,,,,,,,,,,,,,21,30
,,,,,,,,,,,,,,23,28
,,,,,,,,,,,,,,28,25
,,,,,,,,,,,,,,1,20
,,,,,,,,,,,,,,2,24
,,,,,,,,,,,,,,3,28
,,,,,,,,,,,,,,4,29
,,,,,,,,,,,,,,5,34
,,,,,,,,,,,,,,6,17
,,,,,,,,,,,,,,7,37
,,,,,,,,,,,,,,8,21
,,,,,,,,,,,,,,9,31
,,,,,,,,,,,,,,10,24
,,,,,,,,,,,,,,11,26
,,,,,,,,,,,,,,12,26
,,,,,,,,,,,,,,13,29
,,,,,,,,,,,,,,14,23
,,,,,,,,,,,,,,15,32
,,,,,,,,,,,,,,17,28
,,,,,,,,,,,,,,18,31
,,,,,,,,,,,,,,19,30
,,,,,,,,,,,,,,21,34
,,,,,,,,,,,,,,22,36
,,,,,,,,,,,,,,24,30
,,,,,,,,,,,,,,25,37
,,,,,,,,,,,,,,27,34
,,,,,,,,,,,,,,29,38
,,,,,,,,,,,,,,31,38
,,,,,,,,,,,,,,32,46
,,,,,,,,,,,,,,33,36
,,,,,,,,,,,,,,35,38
,,,,,,,,,,,,,,37,38
,,,,,,,,,,,,,,41,40
,,,,,,,,,,,,,,42,44
,,,,,,,,,,,,,,44,49
,,,,,,,,,,,,,,49,51
,,,,,,,,,,,,,,50,52
,,,,,,,,,,,,,,51,52
,,,,,,,,,,,,,,54,30
,,,,,,,,,,,,,,59,44
,,,,,,,,,,,,,,103,37
,,,,,,,,,,,,,,2,35
,,,,,,,,,,,,,,3,48
,,,,,,,,,,,,,,7,48
,,,,,,,,,,,,,,12,50
,,,,,,,,,,,,,,5,14
,,,,,,,,,,,,,,7,19
,,,,,,,,,,,,,,25,37
,,,,,,,,,,,,,,26,39
,,,,,,,,,,,,,,27,38
,,,,,,,,,,,,,,30,40
,,,,,,,,,,,,,,31,39
,,,,,,,,,,,,,,32,41
,,,,,,,,,,,,,,34,40
,,,,,,,,,,,,,,35,41
,,,,,,,,,,,,,,36,43
,,,,,,,,,,,,,,37,42
,,,,,,,,,,,,,,38,43
,,,,,,,,,,,,,,39,44
,,,,,,,,,,,,,,40,43
,,,,,,,,,,,,,,42,42
,,,,,,,,,,,,,,43,42
,,,,,,,,,,,,,,45,44
,,,,,,,,,,,,,,46,50
,,,,,,,,,,,,,,47,50
,,,,,,,,,,,,,,48,49
,,,,,,,,,,,,,,49,47
,,,,,,,,,,,,,,50,47
,,,,,,,,,,,,,,52,48
,,,,,,,,,,,,,,56,49
,,,,,,,,,,,,,,57,46
,,,,,,,,,,,,,,58,51
,,,,,,,,,,,,,,63,50
,,,,,,,,,,,,,,64,52
,,,,,,,,,,,,,,65,52
,,,,,,,,,,,,,,66,53
,,,,,,,,,,,,,,67,53
,,,,,,,,,,,,,,69,53
,,,,,,,,,,,,,,70,54
,,,,,,,,,,,,,,71,54
,,,,,,,,,,,,,,73,50
,,,,,,,,,,,,,,76,52
,,,,,,,,,,,,,,77,54
,,,,,,,,,,,,,,78,53
,,,,,,,,,,,,,,82,52
,,,,,,,,,,,,,,83,54
,,,,,,,,,,,,,,85,55
,,,,,,,,,,,,,,86,52
,,,,,,,,,,,,,,92,63
,,,,,,,,,,,,,,95,55
,,,,,,,,,,,,,,99,59
,,,,,,,,,,,,,,105,65
,,,,,,,,,,,,,,107,59
,,,,,,,,,,,,,,129,65
,,,,,,,,,,,,,,132,62
,,,,,,,,,,,,,,142,65
,,,,,,,,,,,,,,162,65
,,,,,,,,,,,,,,233,70
,,,,,,,,,,,,,,757,104
,,,,,,,,,,,,,,774,86
,,,,,,,,,,,,,,834,88
,,,,,,,,,,,,,,811,158
,,,,,,,,,,,,,,812,124
,,,,,,,,,,,,,,838,90
,,,,,,,,,,,,,,234,94
,,,,,,,,,,,,,,237,99
,,,,,,,,,,,,,,15,29
,,,,,,,,,,,,,,16,27
,,,,,,,,,,,,,,17,28
,,,,,,,,,,,,,,18,30
,,,,,,,,,,,,,,19,29
,,,,,,,,,,,,,,20,31
,,,,,,,,,,,,,,21,31
,,,,,,,,,,,,,,22,33
,,,,,,,,,,,,,,24,32
,,,,,,,,,,,,,,25,33
,,,,,,,,,,,,,,26,34
,,,,,,,,,,,,,,27,36
,,,,,,,,,,,,,,28,34
,,,,,,,,,,,,,,29,35
,,,,,,,,,,,,,,30,34
,,,,,,,,,,,,,,31,36
,,,,,,,,,,,,,,32,35
,,,,,,,,,,,,,,33,30
,,,,,,,,,,,,,,34,33
,,,,,,,,,,,,,,35,33
,,,,,,,,,,,,,,37,33
,,,,,,,,,,,,,,38,35
,,,,,,,,,,,,,,39,35
,,,,,,,,,,,,,,40,36
,,,,,,,,,,,,,,41,37
,,,,,,,,,,,,,,42,38
,,,,,,,,,,,,,,1068,40
,,,,,,,,,,,,,,638,85
,,,,,,,,,,,,,,927,96
,,,,,,,,,,,,,,536,42
,,,,,,,,,,,,,,537,50
,,,,,,,,,,,,,,539,46
,,,,,,,,,,,,,,545,70
,,,,,,,,,,,,,,546,77
,,,,,,,,,,,,,,554,63
,,,,,,,,,,,,,,558,74
,,,,,,,,,,,,,,876,70
,,,,,,,,,,,,,,898,107
,,,,,,,,,,,,,,901,121
,,,,,,,,,,,,,,906,121
,,,,,,,,,,,,,,908,104
,,,,,,,,,,,,,,909,130
,,,,,,,,,,,,,,913,103
,,,,,,,,,,,,,,918,106
,,,,,,,,,,,,,,920,111
,,,,,,,,,,,,,,927,90
,,,,,,,,,,,,,,929,260
,,,,,,,,,,,,,,934,114
,,,,,,,,,,,,,,935,200
,,,,,,,,,,,,,,938,117
,,,,,,,,,,,,,,939,202
,,,,,,,,,,,,,,941,167
,,,,,,,,,,,,,,942,128
,,,,,,,,,,,,,,951,136
,,,,,,,,,,,,,,953,183
,,,,,,,,,,,,,,954,137
,,,,,,,,,,,,,,961,140
,,,,,,,,,,,,,,962,155
,,,,,,,,,,,,,,963,186
,,,,,,,,,,,,,,965,201
,,,,,,,,,,,,,,967,212
,,,,,,,,,,,,,,972,195
,,,,,,,,,,,,,,973,180
,,,,,,,,,,,,,,984,206
,,,,,,,,,,,,,,985,150
,,,,,,,,,,,,,,988,190
,,,,,,,,,,,,,,995,155
,,,,,,,,,,,,,,996,155
,,,,,,,,,,,,,,998,215
,,,,,,,,,,,,,,1003,159
,,,,,,,,,,,,,,1004,162
,,,,,,,,,,,,,,1006,163
,,,,,,,,,,,,,,1012,163
,,,,,,,,,,,,,,1013,247
,,,,,,,,,,,,,,1014,248
,,,,,,,,,,,,,,1016,165
,,,,,,,,,,,,,,321,101
,,,,,,,,,,,,,,322,101
,,,,,,,,,,,,,,323,107
,,,,,,,,,,,,,,332,111
,,,,,,,,,,,,,,345,114
,,,,,,,,,,,,,,353,119
,,,,,,,,,,,,,,358,123
,,,,,,,,,,,,,,392,124
,,,,,,,,,,,,,,401,125
,,,,,,,,,,,,,,402,131
,,,,,,,,,,,,,,405,133
,,,,,,,,,,,,,,408,145
,,,,,,,,,,,,,,722,157
,,,,,,,,,,,,,,363,101
,,,,,,,,,,,,,,580,72
,,,,,,,,,,,,,,582,74
,,,,,,,,,,,,,,584,84
,,,,,,,,,,,,,,623,92
,,,,,,,,,,,,,,547,91
,,,,,,,,,,,,,,559,107
,,,,,,,,,,,,,,565,143
,,,,,,,,,,,,,,600,163
,,,,,,,,,,,,,,601,160
,,,,,,,,,,,,,,627,191
,,,,,,,,,,,,,,670,215
,,,,,,,,,,,,,,613,90
,,,,,,,,,,,,,,640,103
,,,,,,,,,,,,,,662,100
